sample,count,class,species,genus,method,is_full_species,prop_count,aligned_species
CROP_1103,895,Amphibia,Bufo,Bufo,eDNA,FALSE,0.011838311,Bufo_bufo
CROP_1106,295,Amphibia,Bufo,Bufo,eDNA,FALSE,0.003304137,Bufo_bufo
CROP_1108,176,Amphibia,Bufo,Bufo,eDNA,FALSE,0.001799002,Bufo_bufo
CROP_1111,116,Amphibia,Bufo,Bufo,eDNA,FALSE,0.001064503,Bufo_bufo
CROP_1112,94,Amphibia,Bufo,Bufo,eDNA,FALSE,0.001356656,Bufo_bufo
CROP_1203,227,Amphibia,Bufo,Bufo,eDNA,FALSE,0.002199634,Bufo_bufo
CROP_1301,5795,Amphibia,Bufo,Bufo,eDNA,FALSE,0.155058465,Bufo_bufo
CROP_1302,8116,Amphibia,Bufo,Bufo,eDNA,FALSE,0.144153745,Bufo_bufo
CROP_1304,8621,Amphibia,Bufo,Bufo,eDNA,FALSE,0.135501312,Bufo_bufo
CROP_1305,2244,Amphibia,Bufo,Bufo,eDNA,FALSE,0.022684539,Bufo_bufo
CROP_1306,1111,Amphibia,Bufo,Bufo,eDNA,FALSE,0.031934464,Bufo_bufo
CROP_1307,788,Amphibia,Bufo,Bufo,eDNA,FALSE,0.006633276,Bufo_bufo
CROP_1308,1652,Amphibia,Bufo,Bufo,eDNA,FALSE,0.048880078,Bufo_bufo
CROP_1309,1161,Amphibia,Bufo,Bufo,eDNA,FALSE,0.018465796,Bufo_bufo
CROP_1310,603,Amphibia,Bufo,Bufo,eDNA,FALSE,0.013336282,Bufo_bufo
CROP_0403,127,Aves,Buteo,Buteo,eDNA,FALSE,0.001559813,Buteo_buteo
CROP_0502,189,Aves,Buteo,Buteo,eDNA,FALSE,0.006135766,Buteo
CROP_1308,348,Aves,Buteo,Buteo,eDNA,FALSE,0.010296772,Buteo
CROP_0303,1,Aves,Buteo_buteo,Buteo,camera,TRUE,0.003759398,Buteo
CROP_0701,1,Aves,Buteo_buteo,Buteo,camera,TRUE,0.010869565,Buteo
CROP_0907,1,Aves,Buteo_buteo,Buteo,camera,TRUE,0.006024096,Buteo
CROP_1309,1,Aves,Buteo_buteo,Buteo,camera,TRUE,0.071428571,Buteo
CROP_0110,43,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001182683,Capreolus_capreolus
CROP_0206,172,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.002818517,Capreolus_capreolus
CROP_0207,45,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001217203,Capreolus_capreolus
CROP_0208,32,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001263673,Capreolus_capreolus
CROP_0212,235,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.00439507,Capreolus_capreolus
CROP_0502,132,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.004285297,Capreolus_capreolus
CROP_0606,260,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.009244444,Capreolus_capreolus
CROP_0610,55,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001782705,Capreolus_capreolus
CROP_0806,151,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.002421269,Capreolus_capreolus
CROP_0813,243,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.002445849,Capreolus_capreolus
CROP_0902,143,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001585419,Capreolus_capreolus
CROP_0906,294,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.003702211,Capreolus_capreolus
CROP_1009,79,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001186703,Capreolus_capreolus
CROP_1203,681,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.006598901,Capreolus_capreolus
CROP_1204,318,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.005001809,Capreolus_capreolus
CROP_1205,318,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.00267173,Capreolus_capreolus
CROP_1206,449,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.003710682,Capreolus_capreolus
CROP_1208,84,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.001609195,Capreolus_capreolus
CROP_1209,189,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.002388414,Capreolus_capreolus
CROP_1210,161,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.002754161,Capreolus_capreolus
CROP_1305,424,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.004286205,Capreolus_capreolus
CROP_1309,319,Mammalia,Capreolus,Capreolus,eDNA,FALSE,0.00507372,Capreolus_capreolus
CROP_0506,4,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.063492063,Capreolus_capreolus
CROP_0508,2,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.133333333,Capreolus_capreolus
CROP_0509,1,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.026315789,Capreolus_capreolus
CROP_0603,3,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.025423729,Capreolus_capreolus
CROP_0606,1,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.033333333,Capreolus_capreolus
CROP_0608,2,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.285714286,Capreolus_capreolus
CROP_0609,2,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.054054054,Capreolus_capreolus
CROP_0610,2,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.181818182,Capreolus_capreolus
CROP_0701,4,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.043478261,Capreolus_capreolus
CROP_0703,8,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.039215686,Capreolus_capreolus
CROP_0705,1,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.032258065,Capreolus_capreolus
CROP_0708,7,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.318181818,Capreolus_capreolus
CROP_0709,1,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.013333333,Capreolus_capreolus
CROP_0710,7,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.538461538,Capreolus_capreolus
CROP_0801,2,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.036363636,Capreolus_capreolus
CROP_0803,1,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.029411765,Capreolus_capreolus
CROP_0808,8,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.444444444,Capreolus_capreolus
CROP_0809,7,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.28,Capreolus_capreolus
CROP_0810,6,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.315789474,Capreolus_capreolus
CROP_1301,3,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.09375,Capreolus_capreolus
CROP_1308,3,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.230769231,Capreolus_capreolus
CROP_1309,8,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.571428571,Capreolus_capreolus
CROP_1310,4,Mammalia,Capreolus_capreolus,Capreolus,camera,TRUE,0.173913043,Capreolus_capreolus
CROP_0103,105,Mammalia,Castor,Castor,eDNA,FALSE,0.008851796,Castor_fiber
CROP_0104,380,Mammalia,Castor,Castor,eDNA,FALSE,0.014190224,Castor_fiber
CROP_0105,533,Mammalia,Castor,Castor,eDNA,FALSE,0.019145803,Castor_fiber
CROP_0106,1133,Mammalia,Castor,Castor,eDNA,FALSE,0.047289119,Castor_fiber
CROP_0107,1076,Mammalia,Castor,Castor,eDNA,FALSE,0.041483538,Castor_fiber
CROP_0108,1512,Mammalia,Castor,Castor,eDNA,FALSE,0.060659552,Castor_fiber
CROP_0109,2511,Mammalia,Castor,Castor,eDNA,FALSE,0.061372635,Castor_fiber
CROP_0110,3257,Mammalia,Castor,Castor,eDNA,FALSE,0.089581385,Castor_fiber
CROP_0201,142,Mammalia,Castor,Castor,eDNA,FALSE,0.003484834,Castor_fiber
CROP_0203,832,Mammalia,Castor,Castor,eDNA,FALSE,0.020561487,Castor_fiber
CROP_0204,106,Mammalia,Castor,Castor,eDNA,FALSE,0.006805778,Castor_fiber
CROP_0205,794,Mammalia,Castor,Castor,eDNA,FALSE,0.015145157,Castor_fiber
CROP_0206,528,Mammalia,Castor,Castor,eDNA,FALSE,0.008652192,Castor_fiber
CROP_0207,898,Mammalia,Castor,Castor,eDNA,FALSE,0.024289965,Castor_fiber
CROP_0208,193,Mammalia,Castor,Castor,eDNA,FALSE,0.00762153,Castor_fiber
CROP_0209,2147,Mammalia,Castor,Castor,eDNA,FALSE,0.035988468,Castor_fiber
CROP_0210,581,Mammalia,Castor,Castor,eDNA,FALSE,0.014776195,Castor_fiber
CROP_0211,995,Mammalia,Castor,Castor,eDNA,FALSE,0.020479993,Castor_fiber
CROP_0212,3254,Mammalia,Castor,Castor,eDNA,FALSE,0.060857693,Castor_fiber
CROP_0213,1326,Mammalia,Castor,Castor,eDNA,FALSE,0.044341894,Castor_fiber
CROP_0214,1955,Mammalia,Castor,Castor,eDNA,FALSE,0.05345035,Castor_fiber
CROP_0303,7496,Mammalia,Castor,Castor,eDNA,FALSE,0.072414626,Castor_fiber
CROP_0304,1620,Mammalia,Castor,Castor,eDNA,FALSE,0.014387722,Castor_fiber
CROP_0305,6872,Mammalia,Castor,Castor,eDNA,FALSE,0.071191041,Castor_fiber
CROP_0306,4408,Mammalia,Castor,Castor,eDNA,FALSE,0.075900544,Castor_fiber
CROP_0307,4049,Mammalia,Castor,Castor,eDNA,FALSE,0.067088629,Castor_fiber
CROP_0308,4937,Mammalia,Castor,Castor,eDNA,FALSE,0.082868941,Castor_fiber
CROP_0309,8083,Mammalia,Castor,Castor,eDNA,FALSE,0.103161334,Castor_fiber
CROP_0310,3712,Mammalia,Castor,Castor,eDNA,FALSE,0.057401766,Castor_fiber
CROP_0401,736,Mammalia,Castor,Castor,eDNA,FALSE,0.011060517,Castor_fiber
CROP_0403,411,Mammalia,Castor,Castor,eDNA,FALSE,0.0050479,Castor_fiber
CROP_0404,5044,Mammalia,Castor,Castor,eDNA,FALSE,0.070354562,Castor_fiber
CROP_0405,10054,Mammalia,Castor,Castor,eDNA,FALSE,0.063984828,Castor_fiber
CROP_0406,4614,Mammalia,Castor,Castor,eDNA,FALSE,0.037338858,Castor_fiber
CROP_0407,13417,Mammalia,Castor,Castor,eDNA,FALSE,0.13458047,Castor_fiber
CROP_0408,6254,Mammalia,Castor,Castor,eDNA,FALSE,0.116864431,Castor_fiber
CROP_0409,16534,Mammalia,Castor,Castor,eDNA,FALSE,0.174470016,Castor_fiber
CROP_0410,3048,Mammalia,Castor,Castor,eDNA,FALSE,0.041041661,Castor_fiber
CROP_0502,123,Mammalia,Castor,Castor,eDNA,FALSE,0.003993118,Castor_fiber
CROP_0503,556,Mammalia,Castor,Castor,eDNA,FALSE,0.016358234,Castor_fiber
CROP_0504,445,Mammalia,Castor,Castor,eDNA,FALSE,0.017200727,Castor_fiber
CROP_0505,1281,Mammalia,Castor,Castor,eDNA,FALSE,0.037541762,Castor_fiber
CROP_0506,611,Mammalia,Castor,Castor,eDNA,FALSE,0.022660683,Castor_fiber
CROP_0507,2642,Mammalia,Castor,Castor,eDNA,FALSE,0.068055949,Castor_fiber
CROP_0508,4534,Mammalia,Castor,Castor,eDNA,FALSE,0.079763559,Castor_fiber
CROP_0509,2290,Mammalia,Castor,Castor,eDNA,FALSE,0.053085447,Castor_fiber
CROP_0510,2766,Mammalia,Castor,Castor,eDNA,FALSE,0.063129065,Castor_fiber
CROP_0511,3694,Mammalia,Castor,Castor,eDNA,FALSE,0.088657419,Castor_fiber
CROP_0512,1560,Mammalia,Castor,Castor,eDNA,FALSE,0.034764006,Castor_fiber
CROP_0514,130,Mammalia,Castor,Castor,eDNA,FALSE,0.004161065,Castor_fiber
CROP_0602,283,Mammalia,Castor,Castor,eDNA,FALSE,0.007349313,Castor_fiber
CROP_0603,2906,Mammalia,Castor,Castor,eDNA,FALSE,0.082718966,Castor_fiber
CROP_0605,2447,Mammalia,Castor,Castor,eDNA,FALSE,0.067870417,Castor_fiber
CROP_0606,1856,Mammalia,Castor,Castor,eDNA,FALSE,0.065991111,Castor_fiber
CROP_0607,5585,Mammalia,Castor,Castor,eDNA,FALSE,0.148675629,Castor_fiber
CROP_0608,4408,Mammalia,Castor,Castor,eDNA,FALSE,0.129323749,Castor_fiber
CROP_0609,5967,Mammalia,Castor,Castor,eDNA,FALSE,0.25013624,Castor_fiber
CROP_0610,6635,Mammalia,Castor,Castor,eDNA,FALSE,0.215058991,Castor_fiber
CROP_0701,1323,Mammalia,Castor,Castor,eDNA,FALSE,0.026666935,Castor_fiber
CROP_0703,873,Mammalia,Castor,Castor,eDNA,FALSE,0.029710046,Castor_fiber
CROP_0704,707,Mammalia,Castor,Castor,eDNA,FALSE,0.020135566,Castor_fiber
CROP_0705,7636,Mammalia,Castor,Castor,eDNA,FALSE,0.088422613,Castor_fiber
CROP_0706,265,Mammalia,Castor,Castor,eDNA,FALSE,0.006248232,Castor_fiber
CROP_0707,2008,Mammalia,Castor,Castor,eDNA,FALSE,0.044511438,Castor_fiber
CROP_0708,1320,Mammalia,Castor,Castor,eDNA,FALSE,0.036612765,Castor_fiber
CROP_0709,4004,Mammalia,Castor,Castor,eDNA,FALSE,0.069409052,Castor_fiber
CROP_0710,6274,Mammalia,Castor,Castor,eDNA,FALSE,0.164827659,Castor_fiber
CROP_0801,17197,Mammalia,Castor,Castor,eDNA,FALSE,0.290274121,Castor_fiber
CROP_0803,9917,Mammalia,Castor,Castor,eDNA,FALSE,0.160303246,Castor_fiber
CROP_0804,7145,Mammalia,Castor,Castor,eDNA,FALSE,0.183129998,Castor_fiber
CROP_0805,9621,Mammalia,Castor,Castor,eDNA,FALSE,0.146690655,Castor_fiber
CROP_0806,10390,Mammalia,Castor,Castor,eDNA,FALSE,0.166602527,Castor_fiber
CROP_0807,17208,Mammalia,Castor,Castor,eDNA,FALSE,0.295112331,Castor_fiber
CROP_0808,2593,Mammalia,Castor,Castor,eDNA,FALSE,0.214279812,Castor_fiber
CROP_0809,10340,Mammalia,Castor,Castor,eDNA,FALSE,0.164007233,Castor_fiber
CROP_0810,6625,Mammalia,Castor,Castor,eDNA,FALSE,0.149978494,Castor_fiber
CROP_0811,7550,Mammalia,Castor,Castor,eDNA,FALSE,0.123446697,Castor_fiber
CROP_0812,186,Mammalia,Castor,Castor,eDNA,FALSE,0.003169518,Castor_fiber
CROP_0813,317,Mammalia,Castor,Castor,eDNA,FALSE,0.003190676,Castor_fiber
CROP_0901,20331,Mammalia,Castor,Castor,eDNA,FALSE,0.168265371,Castor_fiber
CROP_0903,326,Mammalia,Castor,Castor,eDNA,FALSE,0.004706086,Castor_fiber
CROP_0904,5813,Mammalia,Castor,Castor,eDNA,FALSE,0.065412358,Castor_fiber
CROP_0905,4084,Mammalia,Castor,Castor,eDNA,FALSE,0.043653932,Castor_fiber
CROP_0906,4445,Mammalia,Castor,Castor,eDNA,FALSE,0.055973908,Castor_fiber
CROP_0907,8023,Mammalia,Castor,Castor,eDNA,FALSE,0.082939638,Castor_fiber
CROP_0908,4404,Mammalia,Castor,Castor,eDNA,FALSE,0.067315776,Castor_fiber
CROP_0909,5240,Mammalia,Castor,Castor,eDNA,FALSE,0.082735971,Castor_fiber
CROP_0910,7145,Mammalia,Castor,Castor,eDNA,FALSE,0.113784757,Castor_fiber
CROP_1001,4863,Mammalia,Castor,Castor,eDNA,FALSE,0.052612788,Castor_fiber
CROP_1003,302,Mammalia,Castor,Castor,eDNA,FALSE,0.005503818,Castor_fiber
CROP_1004,1984,Mammalia,Castor,Castor,eDNA,FALSE,0.025641026,Castor_fiber
CROP_1005,5217,Mammalia,Castor,Castor,eDNA,FALSE,0.060625429,Castor_fiber
CROP_1006,10781,Mammalia,Castor,Castor,eDNA,FALSE,0.111826819,Castor_fiber
CROP_1007,10301,Mammalia,Castor,Castor,eDNA,FALSE,0.117034209,Castor_fiber
CROP_1008,10903,Mammalia,Castor,Castor,eDNA,FALSE,0.138925345,Castor_fiber
CROP_1009,8209,Mammalia,Castor,Castor,eDNA,FALSE,0.123311953,Castor_fiber
CROP_1010,19439,Mammalia,Castor,Castor,eDNA,FALSE,0.229645119,Castor_fiber
CROP_1101,271,Mammalia,Castor,Castor,eDNA,FALSE,0.003511773,Castor_fiber
CROP_1103,624,Mammalia,Castor,Castor,eDNA,FALSE,0.00825375,Castor_fiber
CROP_1104,1508,Mammalia,Castor,Castor,eDNA,FALSE,0.016658382,Castor_fiber
CROP_1105,2579,Mammalia,Castor,Castor,eDNA,FALSE,0.059204334,Castor_fiber
CROP_1106,3993,Mammalia,Castor,Castor,eDNA,FALSE,0.04472346,Castor_fiber
CROP_1107,2074,Mammalia,Castor,Castor,eDNA,FALSE,0.021766509,Castor_fiber
CROP_1108,13040,Mammalia,Castor,Castor,eDNA,FALSE,0.133289721,Castor_fiber
CROP_1109,7755,Mammalia,Castor,Castor,eDNA,FALSE,0.106323179,Castor_fiber
CROP_1110,7475,Mammalia,Castor,Castor,eDNA,FALSE,0.102681392,Castor_fiber
CROP_1111,10992,Mammalia,Castor,Castor,eDNA,FALSE,0.100870874,Castor_fiber
CROP_1112,1848,Mammalia,Castor,Castor,eDNA,FALSE,0.026671285,Castor_fiber
CROP_1113,4917,Mammalia,Castor,Castor,eDNA,FALSE,0.059753549,Castor_fiber
CROP_1114,2241,Mammalia,Castor,Castor,eDNA,FALSE,0.018503839,Castor_fiber
CROP_1203,3276,Mammalia,Castor,Castor,eDNA,FALSE,0.031744494,Castor_fiber
CROP_1205,613,Mammalia,Castor,Castor,eDNA,FALSE,0.005150222,Castor_fiber
CROP_1206,2045,Mammalia,Castor,Castor,eDNA,FALSE,0.016900547,Castor_fiber
CROP_1207,927,Mammalia,Castor,Castor,eDNA,FALSE,0.01773009,Castor_fiber
CROP_1208,802,Mammalia,Castor,Castor,eDNA,FALSE,0.015363985,Castor_fiber
CROP_1209,2736,Mammalia,Castor,Castor,eDNA,FALSE,0.03457514,Castor_fiber
CROP_1210,2119,Mammalia,Castor,Castor,eDNA,FALSE,0.036248867,Castor_fiber
CROP_1301,4593,Mammalia,Castor,Castor,eDNA,FALSE,0.122896208,Castor_fiber
CROP_1303,387,Mammalia,Castor,Castor,eDNA,FALSE,0.004168327,Castor_fiber
CROP_1304,2654,Mammalia,Castor,Castor,eDNA,FALSE,0.041714474,Castor_fiber
CROP_1305,7599,Mammalia,Castor,Castor,eDNA,FALSE,0.076818099,Castor_fiber
CROP_1306,7383,Mammalia,Castor,Castor,eDNA,FALSE,0.212216154,Castor_fiber
CROP_1307,58059,Mammalia,Castor,Castor,eDNA,FALSE,0.488732691,Castor_fiber
CROP_1308,6217,Mammalia,Castor,Castor,eDNA,FALSE,0.183951238,Castor_fiber
CROP_1309,5347,Mammalia,Castor,Castor,eDNA,FALSE,0.085044455,Castor_fiber
CROP_1310,8310,Mammalia,Castor,Castor,eDNA,FALSE,0.183788566,Castor_fiber
CROP_0101,5,Mammalia,Castor_fiber,Castor,camera,TRUE,0.384615385,Castor_fiber
CROP_0104,79,Mammalia,Castor_fiber,Castor,camera,TRUE,0.9875,Castor_fiber
CROP_0105,67,Mammalia,Castor_fiber,Castor,camera,TRUE,0.930555556,Castor_fiber
CROP_0106,36,Mammalia,Castor_fiber,Castor,camera,TRUE,0.9,Castor_fiber
CROP_0107,136,Mammalia,Castor_fiber,Castor,camera,TRUE,0.978417266,Castor_fiber
CROP_0109,2,Mammalia,Castor_fiber,Castor,camera,TRUE,0.666666667,Castor_fiber
CROP_0110,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.5,Castor_fiber
CROP_0202,5,Mammalia,Castor_fiber,Castor,camera,TRUE,0.625,Castor_fiber
CROP_0204,55,Mammalia,Castor_fiber,Castor,camera,TRUE,0.833333333,Castor_fiber
CROP_0205,43,Mammalia,Castor_fiber,Castor,camera,TRUE,0.955555556,Castor_fiber
CROP_0206,30,Mammalia,Castor_fiber,Castor,camera,TRUE,0.909090909,Castor_fiber
CROP_0207,117,Mammalia,Castor_fiber,Castor,camera,TRUE,0.966942149,Castor_fiber
CROP_0208,9,Mammalia,Castor_fiber,Castor,camera,TRUE,0.9,Castor_fiber
CROP_0301,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.010869565,Castor_fiber
CROP_0303,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.003759398,Castor_fiber
CROP_0304,112,Mammalia,Castor_fiber,Castor,camera,TRUE,0.881889764,Castor_fiber
CROP_0305,18,Mammalia,Castor_fiber,Castor,camera,TRUE,0.486486486,Castor_fiber
CROP_0306,42,Mammalia,Castor_fiber,Castor,camera,TRUE,0.777777778,Castor_fiber
CROP_0307,79,Mammalia,Castor_fiber,Castor,camera,TRUE,0.897727273,Castor_fiber
CROP_0309,3,Mammalia,Castor_fiber,Castor,camera,TRUE,0.25,Castor_fiber
CROP_0310,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.028571429,Castor_fiber
CROP_0401,6,Mammalia,Castor_fiber,Castor,camera,TRUE,0.24,Castor_fiber
CROP_0403,2,Mammalia,Castor_fiber,Castor,camera,TRUE,0.019607843,Castor_fiber
CROP_0404,80,Mammalia,Castor_fiber,Castor,camera,TRUE,0.85106383,Castor_fiber
CROP_0405,9,Mammalia,Castor_fiber,Castor,camera,TRUE,0.5,Castor_fiber
CROP_0406,29,Mammalia,Castor_fiber,Castor,camera,TRUE,0.878787879,Castor_fiber
CROP_0407,28,Mammalia,Castor_fiber,Castor,camera,TRUE,0.518518519,Castor_fiber
CROP_0408,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.066666667,Castor_fiber
CROP_0501,23,Mammalia,Castor_fiber,Castor,camera,TRUE,0.323943662,Castor_fiber
CROP_0503,2,Mammalia,Castor_fiber,Castor,camera,TRUE,0.016949153,Castor_fiber
CROP_0504,92,Mammalia,Castor_fiber,Castor,camera,TRUE,0.851851852,Castor_fiber
CROP_0505,18,Mammalia,Castor_fiber,Castor,camera,TRUE,0.818181818,Castor_fiber
CROP_0506,55,Mammalia,Castor_fiber,Castor,camera,TRUE,0.873015873,Castor_fiber
CROP_0507,71,Mammalia,Castor_fiber,Castor,camera,TRUE,0.8875,Castor_fiber
CROP_0509,9,Mammalia,Castor_fiber,Castor,camera,TRUE,0.236842105,Castor_fiber
CROP_0510,3,Mammalia,Castor_fiber,Castor,camera,TRUE,0.1875,Castor_fiber
CROP_0601,16,Mammalia,Castor_fiber,Castor,camera,TRUE,0.246153846,Castor_fiber
CROP_0603,3,Mammalia,Castor_fiber,Castor,camera,TRUE,0.025423729,Castor_fiber
CROP_0604,34,Mammalia,Castor_fiber,Castor,camera,TRUE,0.790697674,Castor_fiber
CROP_0605,12,Mammalia,Castor_fiber,Castor,camera,TRUE,0.666666667,Castor_fiber
CROP_0606,27,Mammalia,Castor_fiber,Castor,camera,TRUE,0.9,Castor_fiber
CROP_0607,20,Mammalia,Castor_fiber,Castor,camera,TRUE,0.606060606,Castor_fiber
CROP_0608,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.142857143,Castor_fiber
CROP_0609,34,Mammalia,Castor_fiber,Castor,camera,TRUE,0.918918919,Castor_fiber
CROP_0610,3,Mammalia,Castor_fiber,Castor,camera,TRUE,0.272727273,Castor_fiber
CROP_0701,43,Mammalia,Castor_fiber,Castor,camera,TRUE,0.467391304,Castor_fiber
CROP_0703,5,Mammalia,Castor_fiber,Castor,camera,TRUE,0.024509804,Castor_fiber
CROP_0704,33,Mammalia,Castor_fiber,Castor,camera,TRUE,0.578947368,Castor_fiber
CROP_0705,17,Mammalia,Castor_fiber,Castor,camera,TRUE,0.548387097,Castor_fiber
CROP_0706,67,Mammalia,Castor_fiber,Castor,camera,TRUE,0.905405405,Castor_fiber
CROP_0707,31,Mammalia,Castor_fiber,Castor,camera,TRUE,0.525423729,Castor_fiber
CROP_0708,9,Mammalia,Castor_fiber,Castor,camera,TRUE,0.409090909,Castor_fiber
CROP_0709,69,Mammalia,Castor_fiber,Castor,camera,TRUE,0.92,Castor_fiber
CROP_0710,2,Mammalia,Castor_fiber,Castor,camera,TRUE,0.153846154,Castor_fiber
CROP_0801,26,Mammalia,Castor_fiber,Castor,camera,TRUE,0.472727273,Castor_fiber
CROP_0804,8,Mammalia,Castor_fiber,Castor,camera,TRUE,0.666666667,Castor_fiber
CROP_0805,27,Mammalia,Castor_fiber,Castor,camera,TRUE,0.870967742,Castor_fiber
CROP_0806,17,Mammalia,Castor_fiber,Castor,camera,TRUE,0.944444444,Castor_fiber
CROP_0807,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.125,Castor_fiber
CROP_0809,4,Mammalia,Castor_fiber,Castor,camera,TRUE,0.16,Castor_fiber
CROP_0810,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.052631579,Castor_fiber
CROP_0904,49,Mammalia,Castor_fiber,Castor,camera,TRUE,0.924528302,Castor_fiber
CROP_0905,80,Mammalia,Castor_fiber,Castor,camera,TRUE,0.975609756,Castor_fiber
CROP_0906,108,Mammalia,Castor_fiber,Castor,camera,TRUE,0.981818182,Castor_fiber
CROP_0907,161,Mammalia,Castor_fiber,Castor,camera,TRUE,0.969879518,Castor_fiber
CROP_1002,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.5,Castor_fiber
CROP_1003,1,Mammalia,Castor_fiber,Castor,camera,TRUE,0.166666667,Castor_fiber
CROP_1004,125,Mammalia,Castor_fiber,Castor,camera,TRUE,0.984251969,Castor_fiber
CROP_1005,94,Mammalia,Castor_fiber,Castor,camera,TRUE,0.969072165,Castor_fiber
CROP_1006,45,Mammalia,Castor_fiber,Castor,camera,TRUE,1,Castor_fiber
CROP_1007,89,Mammalia,Castor_fiber,Castor,camera,TRUE,0.988888889,Castor_fiber
CROP_1008,5,Mammalia,Castor_fiber,Castor,camera,TRUE,1,Castor_fiber
CROP_1010,39,Mammalia,Castor_fiber,Castor,camera,TRUE,0.764705882,Castor_fiber
CROP_1101,13,Mammalia,Castor_fiber,Castor,camera,TRUE,0.764705882,Castor_fiber
CROP_1104,70,Mammalia,Castor_fiber,Castor,camera,TRUE,0.95890411,Castor_fiber
CROP_1105,160,Mammalia,Castor_fiber,Castor,camera,TRUE,1,Castor_fiber
CROP_1106,69,Mammalia,Castor_fiber,Castor,camera,TRUE,0.932432432,Castor_fiber
CROP_1107,77,Mammalia,Castor_fiber,Castor,camera,TRUE,0.950617284,Castor_fiber
CROP_1109,16,Mammalia,Castor_fiber,Castor,camera,TRUE,0.941176471,Castor_fiber
CROP_1110,13,Mammalia,Castor_fiber,Castor,camera,TRUE,0.928571429,Castor_fiber
CROP_1201,2,Mammalia,Castor_fiber,Castor,camera,TRUE,0.666666667,Castor_fiber
CROP_1203,3,Mammalia,Castor_fiber,Castor,camera,TRUE,0.5,Castor_fiber
CROP_1204,28,Mammalia,Castor_fiber,Castor,camera,TRUE,0.933333333,Castor_fiber
CROP_1205,50,Mammalia,Castor_fiber,Castor,camera,TRUE,1,Castor_fiber
CROP_1206,38,Mammalia,Castor_fiber,Castor,camera,TRUE,1,Castor_fiber
CROP_1207,33,Mammalia,Castor_fiber,Castor,camera,TRUE,0.970588235,Castor_fiber
CROP_1208,31,Mammalia,Castor_fiber,Castor,camera,TRUE,0.911764706,Castor_fiber
CROP_1209,1,Mammalia,Castor_fiber,Castor,camera,TRUE,1,Castor_fiber
CROP_1210,4,Mammalia,Castor_fiber,Castor,camera,TRUE,0.4,Castor_fiber
CROP_1301,16,Mammalia,Castor_fiber,Castor,camera,TRUE,0.5,Castor_fiber
